<0,agent7-0,noteItem7-4,read> 0.0011602935372628618
<435,nurse8-3,nursingItem8-8,read> 7.429273873049105E-4
<436,nurse6-0,nursingItem6-5,read> 1.6898715049726428E-4
<437,doctor7-1,HR6-1,addItem> 1.0729988900116518E-4
<438,doctor3-1,HRitem3-7-0,read> 9.09665247929417E-4
<439,nurse6-0,nursingItem6-1,read> 2.1286036551659856E-4
<440,nurse9-0,nursingItem9-6,read> 8.592129389911014E-4
<441,doctor0-0,HR1-2,addItem> 3.676797218664901E-4
<442,nurse2-0,nursingItem2-6,read> 6.55574747941044E-4
<443,nurse3-1,HR3-8,addItem> 1.826162459533866E-4
<444,doctor0-1,HRitem4-7-3,read> 5.825896374650765E-4
<445,nurse9-3,nursingItem9-6,read> 8.196178726781473E-4
<446,doctor5-1,HR5-3,addItem> 5.965571678783365E-4
<447,nurse2-3,nursingItem2-4,read> 6.35815357723943E-4
<448,nurse3-1,HR3-9,addItem> 1.830881733683625E-4
<449,nurse3-1,HR3-6,addItem> 1.7931275404855522E-4
<450,nurse3-1,HR3-7,addItem> 1.8025660887850708E-4
<451,patient7-4,noteItem7-4agent7-0,read> 8.029176102418355E-4
<452,nurse3-1,HR3-4,addItem> 1.8072853629348297E-4
<453,doctor2-1,HR1-8,addItem> 5.584439213748247E-4
<454,nurse3-1,HR3-5,addItem> 1.8120046370845885E-4
<455,nurse3-1,HR3-2,addItem> 1.769531169736757E-4
<456,nurse3-1,HR3-3,addItem> 1.7600926214372386E-4
<457,nurse3-1,HR3-0,addItem> 1.788408266335793E-4
<458,nurse3-1,HR3-1,addItem> 1.778969718036275E-4
<459,nurse6-1,nursingItem6-9,read> 3.1641648374456397E-4
<460,nurse6-1,nursingItem6-7,read> 3.0737332136305807E-4
<461,doctor1-1,HR2-7,addItem> 3.0640608064815976E-4
<462,nurse6-1,nursingItem6-8,read> 1.842251947534976E-4
<463,agent2-11,HR2-7,addNote> 0.0013541007362586504
<464,nurse0-0,nursingItem0-4,read> 9.55656336768963E-4
<465,nurse6-1,nursingItem6-5,read> 2.9606936838617577E-4
<466,doctor4-1,HRitem3-0-2,read> 9.824958494498168E-4
<467,doctor6-1,HR8-2,addItem> 2.730103632385668E-4
<468,nurse1-0,nursingItem1-0,read> 0.0016830653782004313
<469,nurse6-1,nursingItem6-6,read> 1.7903422947720298E-4
<470,nurse6-1,nursingItem6-4,read> 3.0285174017230515E-4
<471,patient4-1,noteItem4-1,read> 0.005181743867934497
<472,nurse6-1,nursingItem6-1,read> 2.140732450921917E-4
<473,nurse6-1,nursingItem6-2,read> 2.1537098641126532E-4
<474,nurse6-1,nursingItem6-0,read> 3.7067545803359906E-4
<475,nurse3-0,HR3-1,addItem> 1.7364868590980957E-4
<476,nurse9-3,nursingItem9-4,read> 8.042969180905373E-4
<477,nurse2-2,nursingItem2-3,read> 0.0011152239154833977
<478,nurse3-0,HR3-2,addItem> 1.727273708966924E-4
<479,patient5-7,noteItem5-7agent5-1,read> 0.0021360100859604304
<480,nurse3-0,HR3-3,addItem> 1.7180605588357523E-4
<481,nurse3-0,HR3-4,addItem> 1.76412630949161E-4
<482,nurse3-0,HR3-5,addItem> 1.7687328845571957E-4
<483,nurse9-0,HR9-0,addItem> 1.7054027411117273E-4
<484,nurse3-0,HR3-6,addItem> 1.7503065842948526E-4
<485,agent8-11,noteItem8-4agent8-1,read> 1.4977135611584136E-4
<486,doctor1-0,HR8-7,addItem> 1.4970169506195514E-4
<487,nurse3-0,HR3-7,addItem> 1.7595197344260241E-4
<488,nurse3-0,HR3-8,addItem> 1.7825526097539529E-4
<489,doctor9-1,HRitem9-1-0,read> 9.586603798613224E-4
<490,nurse9-0,HR9-4,addItem> 1.744056657567099E-4
<491,nurse0-0,nursingItem0-8,read> 9.608787998150049E-4
<492,nurse9-0,HR9-3,addItem> 1.7343931784532556E-4
<493,patient8-1,HR8-1,addNote> 0.0012917935886947532
<494,agent0-11,noteItem0-0agent0-0agent0-1,read> 0.0010625114531509657
<495,patient4-0,noteItem4-0,read> 0.005191252381798739
<496,nurse9-0,HR9-2,addItem> 1.7247296993394125E-4
<497,nurse9-0,HR9-1,addItem> 1.7150662202255698E-4
<498,doctor4-1,HR4-5,addItem> 3.4419930977221076E-4
<499,nurse9-0,HR9-8,addItem> 1.6764123037701987E-4
<500,patient1-4,noteItem1-4agent1-1,read> 0.0027854653946438493
<501,patient3-7,HR3-7,addNote> 0.0017944948973427491
<502,nurse9-0,HR9-7,addItem> 1.666748824656356E-4
<503,patient1-4,HR1-4,addNote> 0.0019918169063447666
<504,nurse9-0,HR9-6,addItem> 1.6522536059855914E-4
<505,nurse3-0,HR3-0,addItem> 1.7457000092292667E-4
<506,agent9-1,HR9-2,addNote> 0.001569832133071833
<507,nurse9-0,HR9-5,addItem> 1.758551876237863E-4
<508,agent1-01,noteItem1-7,read> 0.0010855321964699193
<509,nurse3-0,HR3-9,addItem> 1.7871591848195385E-4
<510,patient6-4,noteItem6-4,read> 0.005428965228404801
<511,agent9-11,noteItem9-2agent9-1,read> 0.0017789598267391714
<512,doctor2-1,HRitem2-0-2,read> 4.130929648357825E-4
<513,nurse1-0,nursingItem1-8,read> 9.925114541346812E-4
<514,doctor4-0,HRitem6-7-1,read> 2.15788244353245E-4
<515,nurse1-1,HR1-3,addItem> 1.9905389332617126E-4
<516,patient7-4,HR7-4,addNote> 0.0015642858868403957
<517,patient0-4,HR0-4,addNote> 0.0013528694486239488
<518,nurse7-3,HR7-8,addItem> 1.6407255738844028E-4
<519,nurse7-3,HR7-9,addItem> 1.6358563499727883E-4
<520,nurse8-2,nursingItem8-2,read> 7.649248771753864E-4
<521,nurse7-3,HR7-4,addItem> 1.6212486782379452E-4
<522,nurse7-3,HR7-5,addItem> 1.616379454326331E-4
<523,nurse7-3,HR7-6,addItem> 1.630987126061174E-4
<524,nurse6-0,HR6-7,addItem> 3.817888235616359E-5
<525,nurse7-3,HR7-7,addItem> 1.6261179021495598E-4
<526,nurse7-3,HR7-0,addItem> 1.6017717825914877E-4
<527,nurse7-3,nursingItem7-5,read> 2.090090704124915E-4
<528,nurse7-3,HR7-1,addItem> 1.5969025586798732E-4
<529,nurse7-2,nursingItem7-4,read> 1.9334142779302234E-4
<530,nurse7-3,HR7-2,addItem> 1.6115102304147167E-4
<531,nurse7-3,HR7-3,addItem> 1.606641006503102E-4
<532,patient0-3,HR0-3,addNote> 0.0013434731624809959
<533,agent3-1,noteItem3-4agent3-1,read> 0.0027209951827615684
<534,patient2-0,HR2-0,addNote> 0.0019448354756300007
<535,agent4-11,noteItem4-3,read> 0.0025930013747889444
<536,doctor2-0,HRitem0-6-2,read> 6.885250578583851E-4
<537,nurse1-0,nursingItem1-3,read> 0.0010045669270072612
<538,nurse0-1,nursingItem0-1,read> 9.82826228753473E-4
<539,doctor1-0,HRitem8-1-1,read> 4.0994800704285625E-5
<540,patient0-0,noteItem0-0agent0-0,read> 0.00391346672025189
<541,doctor6-0,HR0-6,addItem> 3.579663881918966E-4
<542,doctor4-1,HRitem3-6-3,read> 5.230009634938403E-4
<543,doctor3-0,HRitem3-1-1,read> 4.7615764478867414E-5
<544,agent0-01,noteItem0-0agent0-0agent0-1,read> 0.0010773458189890248
<545,agent7-01,HR7-4,addNote> 6.324888211752307E-4
<546,patient8-1,noteItem8-1,read> 0.0024432918750326507
<547,doctor0-0,HR0-0,addItem> 2.2001286851944276E-4
<548,agent5-01,HR5-0,addNote> 0.001182525481921195
<549,doctor1-0,HRitem8-5-1,read> 6.117218780732364E-4
<550,doctor5-1,HR1-9,addItem> 4.149540412208066E-4
<551,doctor5-1,HR1-8,addItem> 4.180587581456635E-4
<552,patient7-2,noteItem7-2,read> 0.0020249172650059796
<553,doctor5-1,HR1-7,addItem> 2.9463595351244425E-4
<554,patient4-3,noteItem4-3agent4-1,read> 0.005656741496191592
<555,nurse9-2,nursingItem9-3,read> 8.159346346019661E-4
<556,doctor5-1,HR1-6,addItem> 2.953763223622295E-4
<557,doctor1-1,HR2-5,addItem> 3.049076097494219E-4
<558,doctor3-0,HRitem3-5-2,read> 8.72587850791759E-4
<559,agent5-0,noteItem5-0,read> 0.002739948740103579
<560,doctor5-1,HR1-4,addItem> 4.3875687097804294E-4
<561,doctor5-1,HR1-2,addItem> 4.366870596948049E-4
<562,doctor5-1,HR1-1,addItem> 3.161066501562158E-4
<563,doctor5-1,HR1-0,addItem> 4.4082668226128085E-4
<564,agent9-1,noteItem9-2agent9-1,read> 0.005215157082084281
<565,doctor4-0,HR6-5,addItem> 9.018472468427884E-5
<566,doctor4-0,HR6-7,addItem> 8.598805305573266E-5
<567,patient8-0,noteItem8-0,read> 0.0024337833611684082
<568,doctor1-1,HRitem0-5-3,read> 4.2826464318597554E-4
<569,doctor4-0,HR6-9,addItem> 9.962723584850777E-5
<570,doctor9-1,HR0-5,addItem> 9.076042037932603E-5
<571,doctor9-1,HR0-8,addItem> 9.430124363632943E-5
<572,doctor0-1,HRitem0-5-0,read> 5.428638548175857E-4
<573,doctor9-1,HR0-1,addItem> 8.882906223914233E-5
<574,patient6-7,noteItem6-7agent6-0,read> 0.0029392837572267644
<575,doctor9-1,HR0-4,addItem> 9.26917785195097E-5
<576,nurse1-1,nursingItem1-5,read> 0.0016750019366544345
<577,doctor9-1,HR0-3,addItem> 9.204799247278182E-5
<578,doctor7-1,HR7-0,addItem> 3.7100747291754743E-4
<579,nurse8-3,nursingItem8-7,read> 7.498602849636434E-4
<580,doctor4-0,HR6-1,addItem> 9.647973212709812E-5
<581,doctor4-0,HR6-3,addItem> 9.438139631282504E-5
<582,doctor9-0,HRitem0-5-3,read> 2.7350234222157314E-4
<583,nurse0-0,nursingItem0-9,read> 0.001667374275082878
<584,nurse7-0,HR7-9,addItem> 1.5651166159199112E-4
<585,doctor0-0,HRitem0-9-2,read> 1.9062858200983419E-4
<586,nurse0-0,nursingItem0-7,read> 0.0016628369450072513
<587,patient0-7,HR0-7,addNote> 0.0013857564501242852
<588,agent5-11,HR5-7,addNote> 0.0011154957103769565
<589,patient1-7,noteItem1-7agent1-0,read> 0.0012814636271664592
<590,nurse5-0,HR5-9,addItem> 1.7323616157612667E-4
<591,nurse5-0,HR5-5,addItem> 1.7137319848535622E-4
<592,nurse7-0,HR7-0,addItem> 1.5325059757767206E-4
<593,patient5-7,noteItem5-7,read> 0.0053243715758981335
<594,nurse0-3,nursingItem0-0,read> 0.0016928471495690836
<595,nurse5-0,HR5-6,addItem> 1.7603060621228242E-4
<596,nurse5-0,HR5-7,addItem> 1.7509912466689715E-4
<597,nurse5-0,HR5-8,addItem> 1.741676431215119E-4
<598,nurse5-0,HR5-1,addItem> 1.797565323938234E-4
<599,nurse7-2,nursingItem7-8,read> 3.2525888450035635E-4
<600,nurse5-0,HR5-2,addItem> 1.7277042080343405E-4
<601,nurse5-0,HR5-3,addItem> 1.7230468003074143E-4
<602,patient8-4,HR8-4,addNote> 0.0012307177287655575
<603,nurse7-3,nursingItem7-8,read> 1.9552098842835652E-4
<604,nurse5-0,HR5-4,addItem> 1.7183893925804886E-4
<605,nurse7-0,HR7-8,addItem> 1.5697752787975102E-4
<606,nurse7-0,HR7-7,addItem> 1.555799290164714E-4
<607,patient7-7,noteItem7-7,read> 0.0018252384738568867
<608,nurse7-0,HR7-6,addItem> 1.560457953042313E-4
<609,nurse5-0,HR5-0,addItem> 1.7929079162113082E-4
<610,patient2-7,HR2-7,addNote> 0.0019213447602726172
<611,nurse7-0,HR7-5,addItem> 1.5464819644095168E-4
<612,agent8-01,noteItem8-4agent8-1agent8-0,read> 2.8152441595615213E-4
<613,agent7-0,noteItem7-4agent7-0,read> 7.100607238460552E-4
<614,nurse2-1,nursingItem2-6,read> 0.0011308343096804916
<615,nurse1-0,HR1-6,addItem> 1.9292070070147939E-4
<616,doctor5-0,HR5-3,addItem> 6.201248584611844E-4
<617,nurse7-0,HR7-4,addItem> 1.5511406272871155E-4
<618,nurse7-0,HR7-3,addItem> 1.5371646386543194E-4
<619,nurse7-0,HR7-2,addItem> 1.541823301531918E-4
<620,nurse7-0,HR7-1,addItem> 1.5278473128991222E-4
<621,doctor6-0,HR2-2,addItem> 5.323451104080427E-4
<622,doctor7-1,HR8-2,addItem> 2.980571855540316E-4
<623,doctor6-0,HR2-0,addItem> 5.285149067556616E-4
<624,doctor6-1,HR6-8,addItem> 7.31205111609809E-5
<625,agent6-11,noteItem6-9,read> 0.0023897460240508016
<626,patient2-2,noteItem2-2,read> 0.002015408751141737
<627,patient9-5,noteItem9-5,read> 0.0034036517753211447
<628,patient5-9,noteItem5-9,read> 0.0053053545481696485
<629,doctor6-0,HR2-7,addItem> 5.221312340016928E-4
<630,doctor6-0,HR2-8,addItem> 5.208544994508991E-4
<631,patient3-6,HR3-6,addNote> 0.001785098611199796
<632,doctor6-0,HR2-5,addItem> 5.195777649001053E-4
<633,patient0-6,HR0-6,addNote> 0.0013340768763380425
<634,doctor6-0,HR2-4,addItem> 5.361753140604241E-4
<635,nurse4-2,HR4-4,addItem> 1.3491092266381332E-4
<636,doctor3-0,HR9-9,addItem> 6.664525327626065E-4
<637,agent9-01,noteItem9-9,read> 0.001024786903612902
<638,nurse3-2,nursingItem3-6,read> 6.31486569317147E-4
<639,nurse4-2,HR4-3,addItem> 1.339771484334077E-4
<640,nurse8-0,nursingItem8-6,read> 9.286166281964923E-4
<641,patient6-0,noteItem6-0,read> 0.0053528971174908605
<642,nurse4-2,HR4-6,addItem> 1.3304337420300206E-4
<643,nurse4-2,HR4-5,addItem> 1.3210959997259644E-4
<644,nurse1-1,HR1-9,addItem> 1.887001886984283E-4
<645,nurse4-2,HR4-8,addItem> 1.3117582574219083E-4
<646,patient8-6,HR8-6,addNote> 0.0012495103010514638
<647,doctor6-1,HR8-3,addItem> 2.640086477051322E-4
<648,nurse4-2,HR4-7,addItem> 1.3024205151178518E-4
<649,nurse7-1,HR7-1,addItem> 1.5220927090840594E-4
<650,nurse7-1,HR7-0,addItem> 1.5267338252088235E-4
<651,nurse4-2,HR4-9,addItem> 1.2930827728137954E-4
<652,nurse7-1,HR7-2,addItem> 1.5360160574583517E-4
<653,agent4-1,noteItem4-3agent4-1,read> 0.0038745147205324127
<654,nurse1-2,HR1-6,addItem> 1.8517806388402872E-4
<655,patient4-7,HR4-7,addNote> 0.0013105861609806597
<656,patient1-6,HR1-6,addNote> 0.0018743633295578517
<657,nurse3-2,nursingItem3-7,read> 6.652726980365072E-4
<658,doctor6-1,HR6-6,addItem> 7.660416826840233E-5
<659,nurse0-1,nursingItem0-0,read> 9.841402407578229E-4
<660,nurse5-1,nursingItem5-8,read> 9.264725416329638E-4
<661,agent0-1,noteItem0-0agent0-0,read> 0.0010842159820395572
<662,nurse7-1,HR7-5,addItem> 1.5406571735831158E-4
<663,nurse0-2,nursingItem0-8,read> 0.0016572843703481508
<664,agent5-11,noteItem5-7,read> 0.002603562527361866
<665,nurse1-2,nursingItem1-3,read> 0.0016864966898765476
<666,nurse7-1,HR7-4,addItem> 1.5452982897078797E-4
<667,doctor6-1,HR6-4,addItem> 7.92169110989684E-5
<668,patient7-5,noteItem7-5agent7-1,read> 0.005238013731382546
<669,nurse7-1,HR7-7,addItem> 1.5499394058326435E-4
<670,doctor3-0,HR9-7,addItem> 6.607065643326091E-4
<671,nurse4-2,HR4-0,addItem> 1.3724535823982743E-4
<672,agent7-01,noteItem7-4,read> 5.237896539643775E-4
<673,nurse4-3,nursingItem4-9,read> 9.227204792290476E-4
<674,nurse0-0,nursingItem0-5,read> 9.530451052459419E-4
<675,nurse7-1,HR7-6,addItem> 1.5545805219574079E-4
<676,doctor6-1,HR6-2,addItem> 8.095873965267913E-5
<677,nurse7-1,HR7-9,addItem> 1.5592216380821714E-4
<678,nurse5-3,nursingItem5-0,read> 9.306507442202495E-4
<679,nurse1-1,nursingItem1-3,read> 9.77688882137502E-4
<680,nurse4-2,HR4-2,addItem> 1.3537780977901614E-4
<681,nurse7-1,HR7-8,addItem> 1.5638627542069358E-4
<682,doctor7-1,HRitem7-8-3,read> 2.7140434005973205E-4
<683,nurse4-2,HR4-1,addItem> 1.3631158400942176E-4
<684,doctor6-1,HR6-0,addItem> 6.702411122299342E-5
<685,doctor9-0,HR0-8,addItem> 9.523031992831298E-5
<686,patient4-7,noteItem4-7,read> 0.005124692784749041
<687,agent4-01,HR4-7,addNote> 8.217959877450287E-4
<688,doctor6-0,HR6-7,addItem> 8.791675704950611E-5
<689,doctor6-0,HR6-9,addItem> 1.0186186543763317E-4
<690,nurse0-2,nursingItem0-1,read> 0.0016843068409737676
<691,doctor9-0,HR0-3,addItem> 9.295486924591268E-5
<692,nurse3-0,nursingItem3-8,read> 6.558379079335697E-4
<693,doctor9-0,HR0-1,addItem> 8.97042254139122E-5
<694,doctor9-0,HR0-5,addItem> 9.165461171311248E-5
<695,doctor9-0,HR0-4,addItem> 9.360499801231275E-5
<696,nurse4-3,HR4-7,addItem> 1.294254869255044E-4
<697,nurse8-3,nursingItem8-4,read> 7.521712508498877E-4
<698,doctor4-1,HR3-6,addItem> 6.032792498538442E-4
<699,nurse4-3,HR4-6,addItem> 1.3220924646505222E-4
<700,doctor9-0,HRitem0-3-3,read> 1.5428723212829526E-4
<701,nurse4-3,HR4-5,addItem> 1.3128132661853627E-4
<702,nurse4-3,HR4-4,addItem> 1.3406508615808408E-4
<703,nurse7-2,HR7-2,addItem> 1.530208813384785E-4
<704,nurse7-2,HR7-1,addItem> 1.516338105268997E-4
<705,nurse1-0,nursingItem1-6,read> 9.871534661913123E-4
<706,patient1-0,noteItem1-0,read> 0.002205579028426588
<707,nurse7-2,HR7-0,addItem> 1.5209616746409264E-4
<708,nurse4-3,HR4-9,addItem> 1.2849756707898846E-4
<709,doctor9-0,HR9-1,addItem> 2.449406985038366E-4
<710,nurse4-3,HR4-8,addItem> 1.3035340677202035E-4
<711,nurse7-2,HR7-6,addItem> 1.5487030908725025E-4
<712,nurse9-0,nursingItem9-9,read> 8.645666380982049E-4
<713,nurse0-1,HR0-2,addItem> 1.3185256438889495E-4
<714,nurse7-2,HR7-5,addItem> 1.5348323827567146E-4
<715,doctor6-0,HR6-3,addItem> 9.649836221143046E-5
<716,nurse7-2,HR7-4,addItem> 1.5394559521286438E-4
<717,nurse7-2,HR7-3,addItem> 1.5255852440128554E-4
<718,doctor6-0,HR6-5,addItem> 9.220755963046826E-5
<719,patient5-9,HR5-9,addNote> 0.0017475134666279832
<720,nurse4-3,HR4-3,addItem> 1.3313716631156816E-4
<721,nurse7-2,HR7-9,addItem> 1.5533266602444317E-4
<722,nurse4-3,HR4-2,addItem> 1.3452904608134207E-4
<723,nurse7-2,HR7-8,addItem> 1.5579502296163611E-4
<724,agent3-11,HR3-4,addNote> 0.001162373398478138
<725,patient2-8,noteItem2-8,read> 0.001882289557042342
<726,nurse5-3,HR5-5,addItem> 1.743709803830592E-4
<727,nurse4-3,HR4-1,addItem> 1.35456965927858E-4
<728,nurse7-2,HR7-7,addItem> 1.5440795215005733E-4
<729,patient5-0,HR5-0,addNote> 0.0018085893265571793
<730,nurse4-3,HR4-0,addItem> 1.3638488577437396E-4
<731,doctor6-0,HR6-1,addItem> 9.864376350191153E-5
<732,patient4-9,HR4-9,addNote> 0.0013011898748377065
<733,nurse0-3,nursingItem0-4,read> 0.0016544225800545253
<734,nurse6-0,HR6-6,addItem> 4.097387933597425E-5
<735,nurse5-3,HR5-1,addItem> 1.8290096153190778E-4
<736,nurse1-1,HR1-6,addItem> 1.8775894282317896E-4
<737,nurse4-0,HR4-0,addItem> 1.398267756361878E-4
<738,nurse6-0,HR6-5,addItem> 4.004221367603737E-5
<739,nurse5-3,HR5-0,addItem> 1.8242707369030509E-4
<740,nurse5-3,HR5-3,addItem> 1.7531875606626463E-4
<741,nurse6-0,HR6-8,addItem> 3.911054801610048E-5
<742,nurse5-3,HR5-2,addItem> 1.757926439078673E-4
<743,nurse6-0,HR6-2,addItem> 4.330304348581647E-5
<744,nurse6-0,HR6-1,addItem> 4.283721065584802E-5
<745,agent1-0,HR1-7,addNote> 0.0010018923188826882
<746,nurse6-0,HR6-4,addItem> 4.237137782587958E-5
<747,nurse6-0,HR6-3,addItem> 4.190554499591113E-5
<748,nurse5-3,HR5-9,addItem> 1.7626653174947E-4
<749,doctor2-1,HR2-4,addItem> 5.302940491895601E-4
<750,nurse8-0,nursingItem8-5,read> 9.357934167186521E-4
<751,nurse4-0,HR4-7,addItem> 1.3269174527062754E-4
<752,nurse5-3,HR5-8,addItem> 1.7721430743267537E-4
<753,doctor6-1,HR3-5,addItem> 6.177598622080749E-4
<754,nurse4-0,HR4-8,addItem> 1.3364308265270225E-4
<755,nurse6-0,HR6-0,addItem> 3.584971820632139E-5
<756,nurse4-2,nursingItem4-9,read> 0.0016199713128718766
<757,nurse4-0,HR4-5,addItem> 1.3459442003477696E-4
<758,patient7-9,noteItem7-9,read> 0.0018632725293138567
<759,agent3-11,noteItem3-4agent3-1,read> 0.002240065590406394
<760,doctor6-0,HRitem6-7-0,read> 2.1446405159832862E-4
<761,nurse4-0,HR4-6,addItem> 1.3554575741685164E-4
<762,nurse3-1,nursingItem3-8,read> 6.718828720420362E-4
<763,nurse4-0,HR4-3,addItem> 1.3649709479892635E-4
<764,nurse4-0,HR4-4,addItem> 1.3744843218100103E-4
<765,nurse5-3,HR5-7,addItem> 1.781620831158808E-4
<766,nurse4-0,HR4-1,addItem> 1.388754382541131E-4
<767,nurse5-3,HR5-6,addItem> 1.7910985879908618E-4
<768,nurse2-1,nursingItem2-8,read> 6.538916818443095E-4
<769,nurse4-0,HR4-2,addItem> 1.3792410087203839E-4
<770,nurse4-0,HR4-9,addItem> 1.3174040788855283E-4
<771,doctor3-0,HR9-5,addItem> 6.970976977225923E-4
<772,nurse6-0,HR6-9,addItem> 4.423470914575335E-5
<773,doctor3-0,HR9-1,addItem> 6.798597924326001E-4
<774,nurse6-1,HR6-9,addItem> 4.4486758770515475E-5
<775,nurse8-2,nursingItem8-7,read> 7.602389740288841E-4
<776,nurse6-1,HR6-8,addItem> 3.9333400141548345E-5
<777,nurse4-1,HR4-0,addItem> 1.3896630317073434E-4
<778,nurse6-1,HR6-7,addItem> 3.83964258453725E-5
<779,nurse4-1,HR4-1,addItem> 1.380208201725493E-4
<780,nurse6-1,HR6-6,addItem> 4.120734873390003E-5
<781,nurse6-1,HR6-5,addItem> 4.0270374437724186E-5
<782,doctor7-1,HRitem6-1-2,read> 6.382057331715636E-4
<783,nurse0-2,nursingItem0-0,read> 9.652749326282795E-4
<784,nurse6-1,HR6-4,addItem> 4.261281017816379E-5
<785,nurse3-1,nursingItem3-5,read> 6.365865525379227E-4
<786,nurse1-1,nursingItem1-0,read> 9.529193877069948E-4
<787,nurse0-3,nursingItem0-3,read> 0.0016453815048746289
<788,nurse6-1,HR6-3,addItem> 4.214432303007587E-5
<789,doctor5-1,HR5-6,addItem> 6.094571539390011E-4
<790,nurse6-1,HR6-2,addItem> 4.354978447433964E-5
<791,nurse4-1,HR4-6,addItem> 1.3471162967890177E-4
<792,patient6-8,noteItem6-8,read> 0.005486016311590256
<793,nurse6-1,HR6-1,addItem> 4.308129732625171E-5
<794,nurse4-3,nursingItem4-3,read> 9.034424702613465E-4
<795,agent8-11,noteItem8-4,read> 6.175348334605789E-4
<796,nurse6-1,HR6-0,addItem> 3.6053990104932905E-5
<797,nurse4-1,HR4-7,addItem> 1.3187518068434674E-4
<798,nurse9-3,nursingItem9-0,read> 8.502597818533672E-4
<799,nurse4-1,HR4-8,addItem> 1.3282066368253178E-4
<800,nurse4-1,HR4-9,addItem> 1.3092969768616173E-4
<801,agent2-11,noteItem2-7agent2-1,read> 0.003611097898206193
<802,agent6-01,noteItem6-7,read> 0.002574373703293527
<803,nurse4-1,HR4-2,addItem> 1.3707533717436431E-4
<804,nurse4-1,HR4-3,addItem> 1.3565711267708678E-4
<805,patient9-1,HR9-1,addNote> 0.001667645034412881
<806,nurse0-3,nursingItem0-2,read> 9.456189782980363E-4
<807,nurse4-1,HR4-4,addItem> 1.366025956752718E-4
<808,nurse4-1,HR4-5,addItem> 1.337661466807168E-4
<809,agent7-01,noteItem7-4agent7-0,read> 2.7969350454408497E-4
<810,agent7-11,HR7-5,addNote> 6.61015990883502E-4
<811,nurse6-2,HR6-4,addItem> 4.2854242530448E-5
<812,nurse6-2,HR6-3,addItem> 4.23831010642406E-5
<813,nurse6-2,HR6-6,addItem> 4.1440818131825805E-5
<814,nurse9-1,nursingItem9-2,read> 0.0014322616070489688
<815,nurse6-2,HR6-5,addItem> 4.0498535199411005E-5
<816,nurse6-2,HR6-8,addItem> 3.9556252266996204E-5
<817,nurse6-2,HR6-7,addItem> 3.861396933458141E-5
<818,nurse5-1,HR5-1,addItem> 1.808046754398515E-4
<819,nurse4-1,nursingItem4-1,read> 0.0015748000875551703
<820,nurse6-2,HR6-9,addItem> 4.47388083952776E-5
<821,nurse5-1,HR5-0,addItem> 1.8033621897752225E-4
<822,doctor3-0,HRitem9-9-3,read> 6.673379737797234E-4
<823,nurse9-1,nursingItem9-8,read> 0.0014412701318656299
<824,doctor4-0,HRitem4-8-2,read> 5.163799997192586E-4
<825,nurse5-1,HR5-3,addItem> 1.733093720425825E-4
<826,nurse5-1,HR5-2,addItem> 1.7377782850491177E-4
<827,nurse5-1,HR5-5,addItem> 1.723724591179239E-4
<828,nurse5-1,HR5-4,addItem> 1.7284091558025322E-4
<829,nurse5-1,HR5-7,addItem> 1.7612011081655836E-4
<830,nurse6-2,HR6-0,addItem> 3.6258262003544414E-5
<831,nurse5-1,HR5-6,addItem> 1.77057023741217E-4
<832,nurse5-1,HR5-9,addItem> 1.742462849672411E-4
<833,nurse6-2,HR6-2,addItem> 4.379652546286281E-5
<834,agent1-01,noteItem1-7agent1-0,read> 8.436256478288142E-4
<835,nurse5-1,HR5-8,addItem> 1.7518319789189973E-4
<836,nurse6-2,HR6-1,addItem> 4.33253839966554E-5
<837,patient0-9,noteItem0-9,read> 0.0020724598343271924
<838,nurse6-3,HR6-7,addItem> 3.883151282379032E-5
<839,nurse6-3,HR6-6,addItem> 4.167428752975159E-5
<840,nurse6-3,HR6-5,addItem> 4.072669596109783E-5
<841,nurse3-3,nursingItem3-0,read> 6.455104663008847E-4
<842,nurse6-3,HR6-4,addItem> 4.3095674882732225E-5
<843,nurse5-2,HR5-2,addItem> 1.7478523620638955E-4
<844,nurse5-2,HR5-1,addItem> 1.8185281848587964E-4
<845,nurse6-3,HR6-9,addItem> 4.499085802003974E-5
<846,nurse5-2,HR5-0,addItem> 1.8138164633391365E-4
<847,nurse6-3,HR6-8,addItem> 3.977910439244407E-5
<848,nurse5-2,HR5-6,addItem> 1.7808344127015157E-4
<849,nurse5-2,HR5-5,addItem> 1.7337171975049157E-4
<850,nurse9-3,nursingItem9-1,read> 8.081271567374399E-4
<851,nurse9-2,nursingItem9-5,read> 0.001451428940620158
<852,nurse5-2,HR5-4,addItem> 1.7384289190245755E-4
<853,nurse5-2,HR5-3,addItem> 1.7431406405442356E-4
<854,patient2-0,noteItem2-0,read> 0.002053442806598707
<855,nurse6-3,HR6-3,addItem> 4.262187909840534E-5
<856,nurse5-2,HR5-9,addItem> 1.7525640835835556E-4
<857,nurse6-3,HR6-2,addItem> 4.404326645138598E-5
<858,nurse5-2,HR5-8,addItem> 1.7619875266228755E-4
<859,nurse6-3,HR6-1,addItem> 4.3569470667059095E-5
<860,nurse5-2,HR5-7,addItem> 1.7714109696621958E-4
<861,patient9-8,noteItem9-8,read> 0.00342266880304963
<862,nurse6-3,HR6-0,addItem> 3.6462533902155936E-5
<863,doctor6-1,HRitem3-1-0,read> 5.026414998870012E-5
