<0,agent7-0,noteItem7-4,read> 9.048070325724565E-4
<434,nurse6-0,nursingItem6-4,read> 1.3479642470686529E-4
<435,nurse8-3,nursingItem8-8,read> 5.793412642027647E-4
<436,nurse6-0,nursingItem6-5,read> 1.317776556310039E-4
<437,doctor7-1,HR6-1,addItem> 8.367339043491001E-5
<438,doctor3-1,HRitem3-7-0,read> 7.093649039491624E-4
<439,nurse6-0,nursingItem6-1,read> 1.6599037182409942E-4
<440,nurse9-0,nursingItem9-6,read> 6.700217528663822E-4
<441,doctor0-0,HR1-2,addItem> 2.867198578593111E-4
<442,nurse2-0,nursingItem2-6,read> 5.11222913223545E-4
<443,nurse3-1,HR3-8,addItem> 1.424057432831952E-4
<444,doctor0-1,HRitem4-7-3,read> 4.5430848673495524E-4
<445,nurse9-3,nursingItem9-6,read> 6.39145174393277E-4
<446,doctor5-1,HR5-3,addItem> 4.6520048892209165E-4
<447,nurse2-3,nursingItem2-4,read> 4.958143681841995E-4
<448,nurse3-1,HR3-9,addItem> 1.427737564024799E-4
<449,nurse3-1,HR3-6,addItem> 1.3982965144820257E-4
<450,nurse3-1,HR3-7,addItem> 1.405656776867719E-4
<451,patient7-4,noteItem7-4agent7-0,read> 6.261221639110964E-4
<452,nurse3-1,HR3-4,addItem> 1.4093369080605658E-4
<453,doctor2-1,HR1-8,addItem> 4.354794464763191E-4
<454,nurse3-1,HR3-5,addItem> 1.4130170392534123E-4
<455,nurse3-1,HR3-2,addItem> 1.3798958585177926E-4
<456,nurse3-1,HR3-3,addItem> 1.372535596132099E-4
<457,nurse3-1,HR3-0,addItem> 1.394616383289179E-4
<458,nurse3-1,HR3-1,addItem> 1.387256120903486E-4
<459,nurse6-1,nursingItem6-9,read> 2.4674433711774623E-4
<460,nurse6-1,nursingItem6-7,read> 2.3969240012360995E-4
<461,doctor1-1,HR2-7,addItem> 2.3893813736774308E-4
<462,nurse6-1,nursingItem6-8,read> 1.4366041560760003E-4
<463,agent2-11,HR2-7,addNote> 0.001055939578762647
<464,nurse0-0,nursingItem0-4,read> 7.452291566415037E-4
<465,nurse6-1,nursingItem6-5,read> 2.3087747888093967E-4
<466,doctor4-1,HRitem3-0-2,read> 7.661588430049576E-4
<467,doctor6-1,HR8-2,addItem> 2.1289586530503436E-4
<468,nurse1-0,nursingItem1-0,read> 0.0013124690792188508
<469,nurse6-1,nursingItem6-6,read> 1.396124555552579E-4
<470,nurse6-1,nursingItem6-4,read> 2.3616643162654186E-4
<471,patient4-1,noteItem4-1,read> 0.004040769117577332
<472,nurse6-1,nursingItem6-1,read> 1.669361859085672E-4
<473,nurse6-1,nursingItem6-2,read> 1.6794817592165272E-4
<474,nurse6-1,nursingItem6-0,read> 2.890559590825637E-4
<475,nurse3-0,HR3-1,addItem> 1.3541276165237012E-4
<476,nurse9-3,nursingItem9-4,read> 6.271977602162624E-4
<477,nurse2-2,nursingItem2-3,read> 8.696613479402398E-4
<478,nurse3-0,HR3-2,addItem> 1.3469431215979647E-4
<479,patient5-7,noteItem5-7agent5-1,read> 0.00166567931765085
<480,nurse3-0,HR3-3,addItem> 1.339758626672228E-4
<481,nurse3-0,HR3-4,addItem> 1.3756811013009105E-4
<482,nurse3-0,HR3-5,addItem> 1.3792733487637786E-4
<483,nurse9-0,HR9-0,addItem> 1.3298879498771683E-4
<484,nurse3-0,HR3-6,addItem> 1.3649043589123057E-4
<485,agent8-11,noteItem8-4agent8-1,read> 1.1679301137124806E-4
<486,doctor1-0,HR8-7,addItem> 1.1673868907311536E-4
<487,nurse3-0,HR3-7,addItem> 1.3720888538380421E-4
<488,nurse3-0,HR3-8,addItem> 1.390050091152383E-4
<489,doctor9-1,HRitem9-1-0,read> 7.475717356776063E-4
<490,nurse9-0,HR9-4,addItem> 1.360030611472779E-4
<491,nurse0-0,nursingItem0-8,read> 7.493016789297477E-4
<492,nurse9-0,HR9-3,addItem> 1.3524949460738762E-4
<493,patient8-1,HR8-1,addNote> 0.001007351920997755
<494,agent0-11,noteItem0-0agent0-0agent0-1,read> 8.285557095040325E-4
<495,patient4-0,noteItem4-0,read> 0.004048183939721369
<496,nurse9-0,HR9-2,addItem> 1.3449592806749736E-4
<497,nurse9-0,HR9-1,addItem> 1.3374236152760707E-4
<498,doctor4-1,HR4-5,addItem> 2.6840962746647374E-4
<499,nurse9-0,HR9-8,addItem> 1.3072809536804605E-4
<500,patient1-4,noteItem1-4agent1-1,read> 0.0021721302387035513
<501,patient3-7,HR3-7,addNote> 0.0013993627912996544
<502,nurse9-0,HR9-7,addItem> 1.299745288281558E-4
<503,patient1-4,HR1-4,addNote> 0.0015532362170256337
<504,nurse9-0,HR9-6,addItem> 1.288441790183204E-4
<505,nurse3-0,HR3-0,addItem> 1.3613121114494373E-4
<506,agent9-1,HR9-2,addNote> 0.0012241688058629836
<507,nurse9-0,HR9-5,addItem> 1.3713341095711329E-4
<508,agent1-01,noteItem1-7,read> 8.465074861718324E-4
<509,nurse3-0,HR3-9,addItem> 1.3936423386152515E-4
<510,patient6-4,noteItem6-4,read> 0.004233554493322285
<511,agent9-11,noteItem9-2agent9-1,read> 0.001387248407583629
<512,doctor2-1,HRitem2-0-2,read> 3.2213350129601376E-4
<513,nurse1-0,nursingItem1-8,read> 7.739690989990646E-4
<514,doctor4-0,HRitem6-7-1,read> 1.6827355730849604E-4
<515,nurse1-1,HR1-3,addItem> 1.5522396424556218E-4
<516,patient7-4,HR7-4,addNote> 0.0012198437946193453
<517,patient0-4,HR0-4,addNote> 0.0010549794099129388
<518,nurse7-3,HR7-8,addItem> 1.279452130082638E-4
<519,nurse7-3,HR7-9,addItem> 1.2756550667560664E-4
<520,nurse8-2,nursingItem8-2,read> 5.96495098895924E-4
<521,nurse7-3,HR7-4,addItem> 1.2642638767763523E-4
<522,nurse7-3,HR7-5,addItem> 1.260466813449781E-4
<523,nurse7-3,HR7-6,addItem> 1.2718580034294953E-4
<524,nurse6-0,HR6-7,addItem> 2.977222585683274E-5
<525,nurse7-3,HR7-7,addItem> 1.268060940102924E-4
<526,nurse7-3,HR7-0,addItem> 1.2490756234700666E-4
<527,nurse7-3,nursingItem7-5,read> 1.6298709827064302E-4
<528,nurse7-3,HR7-1,addItem> 1.245278560143495E-4
<529,nurse7-2,nursingItem7-4,read> 1.5076933373894585E-4
<530,nurse7-3,HR7-2,addItem> 1.2566697501232096E-4
<531,nurse7-3,HR7-3,addItem> 1.2528726867966377E-4
<532,patient0-3,HR0-3,addNote> 0.0010476521039259877
<533,agent3-1,noteItem3-4agent3-1,read> 0.0021218558044943147
<534,patient2-0,HR2-0,addNote> 0.001516599687090877
<535,agent4-11,noteItem4-3,read> 0.002022045115336678
<536,doctor2-0,HRitem0-6-2,read> 5.369178526342936E-4
<537,nurse1-0,nursingItem1-3,read> 7.83370062019016E-4
<538,nurse0-1,nursingItem0-1,read> 7.66416475670972E-4
<539,doctor1-0,HRitem8-1-1,read> 3.1968103574587725E-5
<540,patient0-0,noteItem0-0agent0-0,read> 0.0030517555226371885
<541,doctor6-0,HR0-6,addItem> 2.7914531543858233E-4
<542,doctor4-1,HRitem3-6-3,read> 4.0784071841657734E-4
<543,doctor3-0,HRitem3-1-1,read> 3.7131188943296366E-5
<544,agent0-01,noteItem0-0agent0-0agent0-1,read> 8.401236775250312E-4
<545,agent7-01,HR7-4,addNote> 4.932203059346722E-4
<546,patient8-1,noteItem8-1,read> 0.0019053003400947629
<547,doctor0-0,HR0-0,addItem> 1.715679561246512E-4
<548,agent5-01,HR5-0,addNote> 9.221436971565533E-4
<549,doctor1-0,HRitem8-5-1,read> 4.7702606235727323E-4
<550,doctor5-1,HR1-9,addItem> 3.2358478491282736E-4
<551,doctor5-1,HR1-8,addItem> 3.260058702826418E-4
<552,patient7-2,noteItem7-2,read> 0.001579048165757148
<553,doctor5-1,HR1-7,addItem> 2.297596894451683E-4
<554,patient4-3,noteItem4-3agent4-1,read> 0.004411176415989175
<555,nurse9-2,nursingItem9-3,read> 6.36272953177748E-4
<556,doctor5-1,HR1-6,addItem> 2.3033703553947092E-4
<557,doctor1-1,HR2-5,addItem> 2.3776961667557278E-4
<558,doctor3-0,HRitem3-5-2,read> 6.804516258843939E-4
<559,agent5-0,noteItem5-0,read> 0.002136635954020763
<560,doctor5-1,HR1-4,addItem> 3.421464394147375E-4
<561,doctor5-1,HR1-2,addItem> 3.4053238250152785E-4
<562,doctor5-1,HR1-1,addItem> 2.4650272617994344E-4
<563,doctor5-1,HR1-0,addItem> 3.4376049632794703E-4
<564,agent9-1,noteItem9-2agent9-1,read> 0.004066825033750832
<565,doctor4-0,HR6-5,addItem> 7.032683584314412E-5
<566,doctor4-0,HR6-7,addItem> 6.705423465994401E-5
<567,patient8-0,noteItem8-0,read> 0.0018978855179507263
<568,doctor1-1,HRitem0-5-3,read> 3.3396450855954215E-4
<569,doctor4-0,HR6-9,addItem> 7.76901885053444E-5
<570,doctor9-1,HR0-5,addItem> 7.077576837338055E-5
<571,doctor9-1,HR0-8,addItem> 7.353693326928307E-5
<572,doctor0-1,HRitem0-5-0,read> 4.233299745227033E-4
<573,doctor9-1,HR0-1,addItem> 6.926967843016097E-5
<574,patient6-7,noteItem6-7agent6-0,read> 0.0022920791410581385
<575,doctor9-1,HR0-4,addItem> 7.22818583166001E-5
<576,nurse1-1,nursingItem1-5,read> 0.0013061811370876158
<577,doctor9-1,HR0-3,addItem> 7.177982833552692E-5
<578,doctor7-1,HR7-0,addItem> 2.893148671883728E-4
<579,nurse8-3,nursingItem8-7,read> 5.847475983382841E-4
<580,doctor4-0,HR6-1,addItem> 7.52357376179443E-5
<581,doctor4-0,HR6-3,addItem> 7.359943702634424E-5
<582,doctor9-0,HRitem0-5-3,read> 2.1327951481216865E-4
<583,nurse0-0,nursingItem0-9,read> 0.0013002330199858797
<584,nurse7-0,HR7-9,addItem> 1.2204916044098585E-4
<585,doctor0-0,HRitem0-9-2,read> 1.4865383290740318E-4
<586,nurse0-0,nursingItem0-7,read> 0.0012966947703708606
<587,patient0-7,HR0-7,addNote> 0.001080624980867269
<588,agent5-11,HR5-7,addNote> 8.698732959716743E-4
<589,patient1-7,noteItem1-7agent1-0,read> 9.992965267920336E-4
<590,nurse5-0,HR5-9,addItem> 1.350910715746127E-4
<591,nurse5-0,HR5-5,addItem> 1.3363831668818246E-4
<592,nurse7-0,HR7-0,addItem> 1.1950615424551448E-4
<593,patient5-7,noteItem5-7,read> 0.004151991449737881
<594,nurse0-3,nursingItem0-0,read> 0.0013200969899510358
<595,nurse5-0,HR5-6,addItem> 1.3727020390425808E-4
<596,nurse5-0,HR5-7,addItem> 1.3654382646104292E-4
<597,nurse5-0,HR5-8,addItem> 1.3581744901782782E-4
<598,nurse5-0,HR5-1,addItem> 1.4017571367711855E-4
<599,nurse7-2,nursingItem7-8,read> 2.5363971844300865E-4
<600,nurse5-0,HR5-2,addItem> 1.3472788285300512E-4
<601,nurse5-0,HR5-3,addItem> 1.3436469413139756E-4
<602,patient8-4,HR8-4,addNote> 9.59724432082571E-4
<603,nurse7-3,nursingItem7-8,read> 1.524689741553017E-4
<604,nurse5-0,HR5-4,addItem> 1.3400150540979002E-4
<605,nurse7-0,HR7-8,addItem> 1.224124470403389E-4
<606,nurse7-0,HR7-7,addItem> 1.2132258724227975E-4
<607,patient7-7,noteItem7-7,read> 0.0014233369007323774
<608,nurse7-0,HR7-6,addItem> 1.2168587384163281E-4
<609,nurse5-0,HR5-0,addItem> 1.3981252495551104E-4
<610,patient2-7,HR2-7,addNote> 0.001498281422123498
<611,nurse7-0,HR7-5,addItem> 1.2059601404357366E-4
<612,agent8-01,noteItem8-4agent8-1agent8-0,read> 2.1953519796281734E-4
<613,agent7-0,noteItem7-4agent7-0,read> 5.537115530307829E-4
<614,nurse2-1,nursingItem2-6,read> 8.818344696522491E-4
<615,nurse1-0,HR1-6,addItem> 1.5044124707897888E-4
<616,doctor5-0,HR5-3,addItem> 4.835787798424706E-4
<617,nurse7-0,HR7-4,addItem> 1.2095930064292671E-4
<618,nurse7-0,HR7-3,addItem> 1.1986944084486753E-4
<619,nurse7-0,HR7-2,addItem> 1.202327274442206E-4
<620,nurse7-0,HR7-1,addItem> 1.1914286764616144E-4
<621,doctor6-0,HR2-2,addItem> 4.151273657776452E-4
<622,doctor7-1,HR8-2,addItem> 2.324275960669641E-4
<623,doctor6-0,HR2-0,addItem> 4.121405395224249E-4
<624,doctor6-1,HR6-8,addItem> 5.702001312514416E-5
<625,agent6-11,noteItem6-9,read> 0.0018635448179122086
<626,patient2-2,noteItem2-2,read> 0.0015716333436131115
<627,patient9-5,noteItem9-5,read> 0.0026541973766424686
<628,patient5-9,noteItem5-9,read> 0.004137161805449808
<629,doctor6-0,HR2-7,addItem> 4.071624957637242E-4
<630,doctor6-0,HR2-8,addItem> 4.061668870119841E-4
<631,patient3-6,HR3-6,addNote> 0.0013920354853127032
<632,doctor6-0,HR2-5,addItem> 4.0517127826024396E-4
<633,patient0-6,HR0-6,addNote> 0.0010403247979390363
<634,doctor6-0,HR2-4,addItem> 4.181141920328657E-4
<635,nurse4-2,HR4-4,addItem> 1.0520471559724184E-4
<636,doctor3-0,HR9-9,addItem> 5.197055048172014E-4
<637,agent9-01,noteItem9-9,read> 7.991377763461963E-4
<638,nurse3-2,nursingItem3-6,read> 4.92438741183616E-4
<639,nurse4-2,HR4-3,addItem> 1.0447655029822707E-4
<640,nurse8-0,nursingItem8-6,read> 7.241433557735647E-4
<641,patient6-0,noteItem6-0,read> 0.004174235916169991
<642,nurse4-2,HR4-6,addItem> 1.0374838499921225E-4
<643,nurse4-2,HR4-5,addItem> 1.0302021970019746E-4
<644,nurse1-1,HR1-9,addItem> 1.4715005496355478E-4
<645,nurse4-2,HR4-8,addItem> 1.0229205440118267E-4
<646,patient8-6,HR8-6,addNote> 9.743790440564737E-4
<647,doctor6-1,HR8-3,addItem> 2.0587624892495692E-4
<648,nurse4-2,HR4-7,addItem> 1.0156388910216788E-4
<649,nurse7-1,HR7-1,addItem> 1.1869411861547908E-4
<650,nurse7-1,HR7-0,addItem> 1.1905603690372348E-4
<651,nurse4-2,HR4-9,addItem> 1.0083572380315307E-4
<652,nurse7-1,HR7-2,addItem> 1.1977987348021223E-4
<653,agent4-1,noteItem4-3agent4-1,read> 0.003021380413109228
<654,nurse1-2,HR1-6,addItem> 1.4440347127647808E-4
<655,patient4-7,HR4-7,addNote> 0.0010220065329716577
<656,patient1-6,HR1-6,addNote> 0.0014616448921887415
<657,nurse3-2,nursingItem3-7,read> 5.187854593949317E-4
<658,doctor6-1,HR6-6,addItem> 5.9736599358401646E-5
<659,nurse0-1,nursingItem0-0,read> 7.67441153706519E-4
<660,nurse5-1,nursingItem5-8,read> 7.224713783481788E-4
<661,agent0-1,noteItem0-0agent0-0,read> 8.454810906652486E-4
<662,nurse7-1,HR7-5,addItem> 1.2014179176845663E-4
<663,nurse0-2,nursingItem0-8,read> 0.0012923648241640676
<664,agent5-11,noteItem5-7,read> 0.0020302807943378656
<665,nurse1-2,nursingItem1-3,read> 0.0013151448460276723
<666,nurse7-1,HR7-4,addItem> 1.2050371005670099E-4
<667,doctor6-1,HR6-4,addItem> 6.177403903334476E-5
<668,patient7-5,noteItem7-5agent7-1,read> 0.004084648848468354
<669,nurse7-1,HR7-7,addItem> 1.2086562834494536E-4
<670,doctor3-0,HR9-7,addItem> 5.1522474845906E-4
<671,nurse4-2,HR4-0,addItem> 1.0702512884477885E-4
<672,agent7-01,noteItem7-4,read> 4.084557461327089E-4
<673,nurse4-3,nursingItem4-9,read> 7.195454873208766E-4
<674,nurse0-0,nursingItem0-5,read> 7.431928954973815E-4
<675,nurse7-1,HR7-6,addItem> 1.2122754663318976E-4
<676,doctor6-1,HR6-2,addItem> 6.313233214997352E-5
<677,nurse7-1,HR7-9,addItem> 1.215894649214341E-4
<678,nurse5-3,nursingItem5-0,read> 7.257295772117239E-4
<679,nurse1-1,nursingItem1-3,read> 7.62410327918173E-4
<680,nurse4-2,HR4-2,addItem> 1.0556879824674923E-4
<681,nurse7-1,HR7-8,addItem> 1.219513832096785E-4
<682,doctor7-1,HRitem7-8-3,read> 2.1164347440564866E-4
<683,nurse4-2,HR4-1,addItem> 1.0629696354576404E-4
<684,doctor6-1,HR6-0,addItem> 5.226598721694356E-5
<685,doctor9-0,HR0-8,addItem> 7.426143507489178E-5
<686,patient4-7,noteItem4-7,read> 0.003996280184713111
<687,agent4-01,HR4-7,addNote> 6.4084368754273E-4
<688,doctor6-0,HR6-7,addItem> 6.855825487661565E-5
<689,doctor6-0,HR6-9,addItem> 7.943277217275398E-5
<690,nurse0-2,nursingItem0-1,read> 0.0013134371827305201
<691,doctor9-0,HR0-3,addItem> 7.248701876247794E-5
<692,nurse3-0,nursingItem3-8,read> 5.114281276837503E-4
<693,doctor9-0,HR0-1,addItem> 6.995213831617241E-5
<694,doctor9-0,HR0-5,addItem> 7.147306658395571E-5
<695,doctor9-0,HR0-4,addItem> 7.299399485173902E-5
<696,nurse4-3,HR4-7,addItem> 1.0092712490716995E-4
<697,nurse8-3,nursingItem8-4,read> 5.865497097167906E-4
<698,doctor4-1,HR3-6,addItem> 4.7044242714689273E-4
<699,nurse4-3,HR4-6,addItem> 1.030979249051733E-4
<700,doctor9-0,HRitem0-3-3,read> 1.2031453092045838E-4
<701,nurse4-3,HR4-5,addItem> 1.0237432490583885E-4
<702,nurse4-3,HR4-4,addItem> 1.0454512490384222E-4
<703,nurse7-2,HR7-2,addItem> 1.1932701951620387E-4
<704,nurse7-2,HR7-1,addItem> 1.1824536958479676E-4
<705,nurse1-0,nursingItem1-6,read> 7.697908932124194E-4
<706,patient1-0,noteItem1-0,read> 0.0017199297864938456
<707,nurse7-2,HR7-0,addItem> 1.1860591956193245E-4
<708,nurse4-3,HR4-9,addItem> 1.002035249078355E-4
<709,doctor9-0,HR9-1,addItem> 1.9100689562771624E-4
<710,nurse4-3,HR4-8,addItem> 1.0165072490650442E-4
<711,nurse7-2,HR7-6,addItem> 1.2076921942474669E-4
<712,nurse9-0,nursingItem9-9,read> 6.741966141810555E-4
<713,nurse0-1,HR0-2,addItem> 1.0281978110747454E-4
<714,nurse7-2,HR7-5,addItem> 1.1968756949333959E-4
<715,doctor6-0,HR6-3,addItem> 7.525026552039309E-5
<716,nurse7-2,HR7-4,addItem> 1.2004811947047527E-4
<717,nurse7-2,HR7-3,addItem> 1.1896646953906815E-4
<718,doctor6-0,HR6-5,addItem> 7.190426019850437E-5
<719,patient5-9,HR5-9,addNote> 0.0013627262613648975
<720,nurse4-3,HR4-3,addItem> 1.0382152490450777E-4
<721,nurse7-2,HR7-9,addItem> 1.2112976940188237E-4
<722,nurse4-3,HR4-2,addItem> 1.0490692490350944E-4
<723,nurse7-2,HR7-8,addItem> 1.2149031937901808E-4
<724,agent3-11,HR3-4,addNote> 9.064289265104301E-4
<725,patient2-8,noteItem2-8,read> 0.0014678258335965976
<726,nurse5-3,HR5-5,addItem> 1.3597601319001654E-4
<727,nurse4-3,HR4-1,addItem> 1.0563052490284388E-4
<728,nurse7-2,HR7-7,addItem> 1.2040866944761098E-4
<729,patient5-0,HR5-0,addNote> 0.0014103537502800818
<730,nurse4-3,HR4-0,addItem> 1.0635412490217837E-4
<731,doctor6-0,HR6-1,addItem> 7.692326818133744E-5
<732,patient4-9,HR4-9,addNote> 0.0010146792269847065
<733,nurse0-3,nursingItem0-4,read> 0.0012901331751026342
<734,nurse6-0,HR6-6,addItem> 3.195178890888354E-5
<735,nurse5-3,HR5-1,addItem> 1.4262776697759294E-4
<736,nurse1-1,HR1-6,addItem> 1.4641606321064504E-4
<737,nurse4-0,HR4-0,addItem> 1.0903814067258034E-4
<738,nurse6-0,HR6-5,addItem> 3.122526789153328E-5
<739,nurse5-3,HR5-0,addItem> 1.4225822510050535E-4
<740,nurse5-3,HR5-3,addItem> 1.367150969441917E-4
<741,nurse6-0,HR6-8,addItem> 3.049874687418301E-5
<742,nurse5-3,HR5-2,addItem> 1.3708463882127926E-4
<743,nurse6-0,HR6-2,addItem> 3.376809145225921E-5
<744,nurse6-0,HR6-1,addItem> 3.340483094358407E-5
<745,agent1-0,HR1-7,addNote> 7.812843792475701E-4
<746,nurse6-0,HR6-4,addItem> 3.304157043490894E-5
<747,nurse6-0,HR6-3,addItem> 3.26783099262338E-5
<748,nurse5-3,HR5-9,addItem> 1.3745418069836682E-4
<749,doctor2-1,HR2-4,addItem> 4.13527930328666E-4
<750,nurse8-0,nursingItem8-5,read> 7.297398781341511E-4
<751,nurse4-0,HR4-7,addItem> 1.0347418168716163E-4
<752,nurse5-3,HR5-8,addItem> 1.3819326445254197E-4
<753,doctor6-1,HR3-5,addItem> 4.8173453511206473E-4
<754,nurse4-0,HR4-8,addItem> 1.0421604288521745E-4
<755,nurse6-0,HR6-0,addItem> 2.7955923313457086E-5
<756,nurse4-2,nursingItem4-9,read> 0.0012632677761093523
<757,nurse4-0,HR4-5,addItem> 1.0495790408327328E-4
<758,patient7-9,noteItem7-9,read> 0.001452996189308524
<759,agent3-11,noteItem3-4agent3-1,read> 0.0017468227086781612
<760,doctor6-0,HRitem6-7-0,read> 1.672409402347543E-4
<761,nurse4-0,HR4-6,addItem> 1.0569976528132909E-4
<762,nurse3-1,nursingItem3-8,read> 5.239401308075117E-4
<763,nurse4-0,HR4-3,addItem> 1.0644162647938494E-4
<764,nurse4-0,HR4-4,addItem> 1.0718348767744074E-4
<765,nurse5-3,HR5-7,addItem> 1.3893234820671715E-4
<766,nurse4-0,HR4-1,addItem> 1.0829627947452449E-4
<767,nurse5-3,HR5-6,addItem> 1.396714319608923E-4
<768,nurse2-1,nursingItem2-8,read> 5.099104435840071E-4
<769,nurse4-0,HR4-2,addItem> 1.0755441827646866E-4
<770,nurse4-0,HR4-9,addItem> 1.0273232048910579E-4
<771,doctor3-0,HR9-5,addItem> 5.43602872060622E-4
<772,nurse6-0,HR6-9,addItem> 3.449461246960947E-5
<773,doctor3-0,HR9-1,addItem> 5.301606029861978E-4
<774,nurse6-1,HR6-9,addItem> 3.4691162968011804E-5
<775,nurse8-2,nursingItem8-7,read> 5.928409907028279E-4
<776,nurse6-1,HR6-8,addItem> 3.067252890765413E-5
<777,nurse4-1,HR4-0,addItem> 1.0836713672997984E-4
<778,nurse6-1,HR6-7,addItem> 2.9941868169407282E-5
<779,nurse4-1,HR4-1,addItem> 1.0762984083160433E-4
<780,nurse6-1,HR6-6,addItem> 3.213385038414783E-5
<781,nurse6-1,HR6-5,addItem> 3.1403189645900984E-5
<782,doctor7-1,HRitem6-1-2,read> 4.976784038321078E-4
<783,nurse0-2,nursingItem0-0,read> 7.527298216865855E-4
<784,nurse6-1,HR6-4,addItem> 3.3229841491518105E-5
<785,nurse3-1,nursingItem3-5,read> 4.964157526345675E-4
<786,nurse1-1,nursingItem1-0,read> 7.430948598626874E-4
<787,nurse0-3,nursingItem0-3,read> 0.0012830828657265393
<788,nurse6-1,HR6-3,addItem> 3.286451112239468E-5
<789,doctor5-1,HR5-6,addItem> 4.7526001070078756E-4
<790,nurse6-1,HR6-2,addItem> 3.396050222976496E-5
<791,nurse4-1,HR4-6,addItem> 1.0504930518729014E-4
<792,patient6-8,noteItem6-8,read> 0.004278043426186505
<793,nurse6-1,HR6-1,addItem> 3.359517186064152E-5
<794,nurse4-3,nursingItem4-3,read> 7.045123275834547E-4
<795,agent8-11,noteItem8-4,read> 4.8155905572971316E-4
<796,nurse6-1,HR6-0,addItem> 2.811521632379017E-5
<797,nurse4-1,HR4-7,addItem> 1.028374174921637E-4
<798,nurse9-3,nursingItem9-0,read> 6.630400027473061E-4
<799,nurse4-1,HR4-8,addItem> 1.0357471339053921E-4
<800,nurse4-1,HR4-9,addItem> 1.0210012159378821E-4
<801,agent2-11,noteItem2-7agent2-1,read> 0.002815965674782838
<802,agent6-01,noteItem6-7,read> 0.0020075190944391875
<803,nurse4-1,HR4-2,addItem> 1.0689254493322886E-4
<804,nurse4-1,HR4-3,addItem> 1.0578660108566564E-4
<805,patient9-1,HR9-1,addNote> 0.0013004441604758106
<806,nurse0-3,nursingItem0-2,read> 7.374019368550611E-4
<807,nurse4-1,HR4-4,addItem> 1.0652389698404112E-4
<808,nurse4-1,HR4-5,addItem> 1.0431200928891468E-4
<809,agent7-01,noteItem7-4agent7-0,read> 2.1810743725532992E-4
<810,agent7-11,HR7-5,addNote> 5.154660419855007E-4
<811,nurse6-2,HR6-4,addItem> 3.341811254812727E-5
<812,nurse6-2,HR6-3,addItem> 3.305071231855555E-5
<813,nurse6-2,HR6-6,addItem> 3.231591185941212E-5
<814,nurse9-1,nursingItem9-2,read> 0.0011168901083414787
<815,nurse6-2,HR6-5,addItem> 3.158111140026869E-5
<816,nurse6-2,HR6-8,addItem> 3.084631094112526E-5
<817,nurse6-2,HR6-7,addItem> 3.011151048198183E-5
<818,nurse5-1,HR5-1,addItem> 1.4099306477727668E-4
<819,nurse4-1,nursingItem4-1,read> 0.0012280428601515452
<820,nurse6-2,HR6-9,addItem> 3.4887713466414136E-5
<821,nurse5-1,HR5-0,addItem> 1.406277583371758E-4
<822,doctor3-0,HRitem9-9-3,read> 5.203959794544259E-4
<823,nurse9-1,nursingItem9-8,read> 0.001123915034660078
<824,doctor4-0,HRitem4-8-2,read> 4.026776330478688E-4
<825,nurse5-1,HR5-3,addItem> 1.3514816173566227E-4
<826,nurse5-1,HR5-2,addItem> 1.3551346817576316E-4
<827,nurse5-1,HR5-5,addItem> 1.344175488554605E-4
<828,nurse5-1,HR5-4,addItem> 1.3478285529556138E-4
<829,nurse5-1,HR5-7,addItem> 1.3734000037626766E-4
<830,nurse6-2,HR6-0,addItem> 2.8274509334123255E-5
<831,nurse5-1,HR5-6,addItem> 1.380706132564695E-4
<832,nurse5-1,HR5-9,addItem> 1.3587877461586405E-4
<833,nurse6-2,HR6-2,addItem> 3.4152913007270706E-5
<834,agent1-01,noteItem1-7agent1-0,read> 6.578666471026613E-4
<835,nurse5-1,HR5-8,addItem> 1.3660938749606585E-4
<836,nurse6-2,HR6-1,addItem> 3.378551277769899E-5
<837,patient0-9,noteItem0-9,read> 0.0016161222764773317
<838,nurse6-3,HR6-7,addItem> 3.0281152794556376E-5
<839,nurse6-3,HR6-6,addItem> 3.249797333467642E-5
<840,nurse6-3,HR6-5,addItem> 3.1759033154636404E-5
<841,nurse3-3,nursingItem3-0,read> 5.033746985146296E-4
<842,nurse6-3,HR6-4,addItem> 3.360638360473644E-5
<843,nurse5-2,HR5-2,addItem> 1.362990534985212E-4
<844,nurse5-2,HR5-1,addItem> 1.418104158774348E-4
<845,nurse6-3,HR6-9,addItem> 3.5084263964816474E-5
<846,nurse5-2,HR5-0,addItem> 1.4144299171884057E-4
<847,nurse6-3,HR6-8,addItem> 3.102009297459639E-5
<848,nurse5-2,HR5-6,addItem> 1.3887102260868087E-4
<849,nurse5-2,HR5-5,addItem> 1.351967810227385E-4
<850,nurse9-3,nursingItem9-1,read> 6.30184613760516E-4
<851,nurse9-2,nursingItem9-5,read> 0.0011318369624382322
<852,nurse5-2,HR5-4,addItem> 1.3556420518133274E-4
<853,nurse5-2,HR5-3,addItem> 1.3593162933992698E-4
<854,patient2-0,noteItem2-0,read> 0.001601292632189258
<855,nurse6-3,HR6-3,addItem> 3.323691351471643E-5
<856,nurse5-2,HR5-9,addItem> 1.3666647765711544E-4
<857,nurse6-3,HR6-2,addItem> 3.4345323784776453E-5
<858,nurse5-2,HR5-8,addItem> 1.374013259743039E-4
<859,nurse6-3,HR6-1,addItem> 3.3975853694756446E-5
<860,nurse5-2,HR5-7,addItem> 1.381361742914924E-4
<861,patient9-8,noteItem9-8,read> 0.0026690270209305425
