<0,agent7-0,noteItem7-4,read> 0.0013478832720819447
<436,nurse6-0,nursingItem6-5,read> 1.963080427814662E-4
<437,doctor7-1,HR6-1,addItem> 1.2464753171175763E-4
<438,doctor3-1,HRitem3-7-0,read> 0.001056734810202223
<439,nurse6-0,nursingItem6-1,read> 2.472744325077393E-4
<440,nurse9-0,nursingItem9-6,read> 9.981256556461375E-4
<441,doctor0-0,HR1-2,addItem> 4.271241118490427E-4
<442,nurse2-0,nursingItem2-6,read> 7.615643869167603E-4
<443,nurse3-1,HR3-8,addItem> 2.12140613755059E-4
<444,doctor0-1,HRitem4-7-3,read> 6.76779454171485E-4
<445,nurse9-3,nursingItem9-6,read> 9.521290816532279E-4
<446,doctor5-1,HR5-3,addItem> 6.930051763630789E-4
<447,nurse2-3,nursingItem2-4,read> 7.386104095956435E-4
<448,nurse3-1,HR3-9,addItem> 2.1268883974085866E-4
<449,nurse3-1,HR3-6,addItem> 2.083030318544614E-4
<450,nurse3-1,HR3-7,addItem> 2.0939948382606074E-4
<451,patient7-4,noteItem7-4agent7-0,read> 9.327288146911413E-4
<452,nurse3-1,HR3-4,addItem> 2.099477098118604E-4
<453,doctor2-1,HR1-8,addItem> 6.487299944741867E-4
<454,nurse3-1,HR3-5,addItem> 2.1049593579766E-4
<455,nurse3-1,HR3-2,addItem> 2.0556190192546315E-4
<456,nurse3-1,HR3-3,addItem> 2.044654499538638E-4
<457,nurse3-1,HR3-0,addItem> 2.0775480586866172E-4
<458,nurse3-1,HR3-1,addItem> 2.0665835389706245E-4
<459,nurse6-1,nursingItem6-9,read> 3.675729216387641E-4
<460,nurse6-1,nursingItem6-7,read> 3.570677116127678E-4
<461,doctor1-1,HR2-7,addItem> 3.5594409285784177E-4
<462,nurse6-1,nursingItem6-8,read> 2.1400968835011522E-4
<463,agent2-11,HR2-7,addNote> 0.001573024129241006
<464,nurse0-0,nursingItem0-4,read> 0.0011101614796792372
<465,nurse6-1,nursingItem6-5,read> 3.4393619908027254E-4
<466,doctor4-1,HRitem3-0-2,read> 0.001141340253852792
<467,doctor6-1,HR8-2,addItem> 3.171491436402901E-4
<468,nurse1-0,nursingItem1-0,read> 0.0019551739247365063
<469,nurse6-1,nursingItem6-6,read> 2.0797947699654579E-4
<470,nurse6-1,nursingItem6-4,read> 3.518151065997697E-4
<471,patient4-1,noteItem4-1,read> 0.006019499079757268
<472,nurse6-1,nursingItem6-1,read> 2.486834036331395E-4
<473,nurse6-1,nursingItem6-2,read> 2.501909564715318E-4
<474,nurse6-1,nursingItem6-0,read> 4.3060418179474155E-4
<475,nurse3-0,HR3-1,addItem> 2.017232290278789E-4
<476,nurse9-3,nursingItem9-4,read> 9.343311212770268E-4
<477,nurse2-2,nursingItem2-3,read> 0.0012955270472779128
<478,nurse3-0,HR3-2,addItem> 2.0065296098395954E-4
<479,patient5-7,noteItem5-7agent5-1,read> 0.0024813481859566103
<480,nurse3-0,HR3-3,addItem> 1.995826929400402E-4
<481,nurse3-0,HR3-4,addItem> 2.049340331596369E-4
<482,nurse3-0,HR3-5,addItem> 2.054691671815965E-4
<483,nurse9-0,HR9-0,addItem> 1.9811226668811746E-4
<484,nurse3-0,HR3-6,addItem> 2.0332863109375783E-4
<485,agent8-11,noteItem8-4agent8-1,read> 1.7398554681412163E-4
<486,doctor1-0,HR8-7,addItem> 1.739046233527445E-4
<487,nurse3-0,HR3-7,addItem> 2.0439889913767719E-4
<488,nurse3-0,HR3-8,addItem> 2.0707456924747548E-4
<489,doctor9-1,HRitem9-1-0,read> 0.0011136511995671512
<490,nurse9-0,HR9-4,addItem> 2.026025931199577E-4
<491,nurse0-0,nursingItem0-8,read> 0.001116228281184856
<492,nurse9-0,HR9-3,addItem> 2.0148001151199763E-4
<493,patient8-1,HR8-1,addNote> 0.0015006435124096532
<494,agent0-11,noteItem0-0agent0-0agent0-1,read> 0.0012342923304357052
<495,patient4-0,noteItem4-0,read> 0.006030544876677076
<496,nurse9-0,HR9-2,addItem> 2.0035742990403755E-4
<497,nurse9-0,HR9-1,addItem> 1.992348482960775E-4
<498,doctor4-1,HR4-5,addItem> 3.9984751875680725E-4
<499,nurse9-0,HR9-8,addItem> 1.947445218642373E-4
<500,patient1-4,noteItem1-4agent1-1,read> 0.0032358037770859422
<501,patient3-7,HR3-7,addNote> 0.0020846187419698878
<502,nurse9-0,HR9-7,addItem> 1.9362194025627727E-4
<503,patient1-4,HR1-4,addNote> 0.0023138426638533447
<504,nurse9-0,HR9-6,addItem> 1.9193806784433714E-4
<505,nurse3-0,HR3-0,addItem> 2.0279349707179819E-4
<506,agent9-1,HR9-2,addNote> 0.0018236337652416635
<507,nurse9-0,HR9-5,addItem> 2.0428646553189778E-4
<508,agent1-01,noteItem1-7,read> 0.0012610349380897201
<509,nurse3-0,HR3-9,addItem> 2.0760970326943516E-4
<510,patient6-4,noteItem6-4,read> 0.006306689799672286
<511,agent9-11,noteItem9-2agent9-1,read> 0.0020665720485042232
<512,doctor2-1,HRitem2-0-2,read> 4.798795125847057E-4
<513,nurse1-0,nursingItem1-8,read> 0.0011529751251857486
<514,doctor4-0,HRitem6-7-1,read> 2.5067567433134554E-4
<515,nurse1-1,HR1-3,addItem> 2.3123580752682158E-4
<516,patient7-4,HR7-4,addNote> 0.0018171908331058551
<517,patient0-4,HR0-4,addNote> 0.0015715937739450086
<518,nurse7-3,HR7-8,addItem> 1.9059888589337403E-4
<519,nurse7-3,HR7-9,addItem> 1.9003324062795532E-4
<520,nurse8-2,nursingItem8-2,read> 8.885936301741738E-4
<521,nurse7-3,HR7-4,addItem> 1.8833630483169926E-4
<522,nurse7-3,HR7-5,addItem> 1.877706595662806E-4
<523,nurse7-3,HR7-6,addItem> 1.8946759536253666E-4
<524,nurse6-0,HR6-7,addItem> 4.435142937713279E-5
<525,nurse7-3,HR7-7,addItem> 1.8890195009711798E-4
<526,nurse7-3,HR7-0,addItem> 1.860737237700245E-4
<527,nurse7-3,nursingItem7-5,read> 2.4280048166688326E-4
<528,nurse7-3,HR7-1,addItem> 1.8550807850460578E-4
<529,nurse7-2,nursingItem7-4,read> 2.2459978268724536E-4
<530,nurse7-3,HR7-2,addItem> 1.872050143008619E-4
<531,nurse7-3,HR7-3,addItem> 1.8663936903544318E-4
<532,patient0-3,HR0-3,addNote> 0.0015606783490934157
<533,agent3-1,noteItem3-4agent3-1,read> 0.003160910383860036
<534,patient2-0,HR2-0,addNote> 0.002259265539595379
<535,agent4-11,noteItem4-3,read> 0.0030122232567186187
<536,doctor2-0,HRitem0-6-2,read> 7.998419176632219E-4
<537,nurse1-0,nursingItem1-3,read> 0.0011669796591249105
<538,nurse0-1,nursingItem0-1,read> 0.0011417240470245533
<539,doctor1-0,HRitem8-1-1,read> 4.762260956997949E-5
<540,patient0-0,noteItem0-0agent0-0,read> 0.004546174014310569
<541,doctor6-0,HR0-6,addItem> 4.158403810036396E-4
<542,doctor4-1,HRitem3-6-3,read> 6.075568184573829E-4
<543,doctor3-0,HRitem3-1-1,read> 5.531401353821305E-5
<544,agent0-01,noteItem0-0agent0-0agent0-1,read> 0.0012515250331293975
<545,agent7-01,HR7-4,addNote> 7.347460573227215E-4
<546,patient8-1,noteItem8-1,read> 0.0028383095668524402
<547,doctor0-0,HR0-0,addItem> 2.5558331197783623E-4
<548,agent5-01,HR5-0,addNote> 0.0013737095525432742
<549,doctor1-0,HRitem8-5-1,read> 7.106216316317127E-4
<550,doctor5-1,HR1-9,addItem> 4.820414773349001E-4
<551,doctor5-1,HR1-8,addItem> 4.85648147434465E-4
<552,patient7-2,noteItem7-2,read> 0.002352294502380869
<553,doctor5-1,HR1-7,addItem> 3.422710377497924E-4
<554,patient4-3,noteItem4-3agent4-1,read> 0.006571291653657722
<555,nurse9-2,nursingItem9-3,read> 9.478503583555945E-4
<556,doctor5-1,HR1-6,addItem> 3.4313110527214554E-4
<557,doctor1-1,HR2-5,addItem> 3.5420335761003976E-4
<558,doctor3-0,HRitem3-5-2,read> 0.0010136629479801148
<559,agent5-0,noteItem5-0,read> 0.003182928245777985
<560,doctor5-1,HR1-4,addItem> 5.096926147648976E-4
<561,doctor5-1,HR1-2,addItem> 5.072881680318542E-4
<562,doctor5-1,HR1-1,addItem> 3.67212995898034E-4
<563,doctor5-1,HR1-0,addItem> 5.120970614979407E-4
<564,agent9-1,noteItem9-2agent9-1,read> 0.006058314354489581
<565,doctor4-0,HR6-5,addItem> 1.0476528386602252E-4
<566,doctor4-0,HR6-7,addItem> 9.989011796629486E-5
<567,patient8-0,noteItem8-0,read> 0.002827263769932632
<568,doctor1-1,HRitem0-5-3,read> 4.975040625807988E-4
<569,doctor4-0,HR6-9,addItem> 1.1573440714040978E-4
<570,doctor9-1,HR0-5,addItem> 1.0543405480393035E-4
<571,doctor9-1,HR0-8,addItem> 1.0954733845521417E-4
<572,doctor0-1,HRitem0-5-0,read> 6.306310303620837E-4
<573,doctor9-1,HR0-1,addItem> 1.0319044553959371E-4
<574,patient6-7,noteItem6-7agent6-0,read> 0.003414490627616574
<575,doctor9-1,HR0-4,addItem> 1.0767766406826696E-4
<576,nurse1-1,nursingItem1-5,read> 0.0019458068313017718
<577,doctor9-1,HR0-3,addItem> 1.0692979431348813E-4
<578,doctor7-1,HR7-0,addItem> 4.3098987497821987E-4
<579,nurse8-3,nursingItem8-7,read> 8.710934794012541E-4
<580,doctor4-0,HR6-1,addItem> 1.1207803271561401E-4
<581,doctor4-0,HR6-3,addItem> 1.0964044976575018E-4
<582,doctor9-0,HRitem0-5-3,read> 3.177206630188902E-4
<583,nurse0-0,nursingItem0-9,read> 0.0019369459722973713
<584,nurse7-0,HR7-9,addItem> 1.818155869791789E-4
<585,doctor0-0,HRitem0-9-2,read> 2.21448339252058E-4
<586,nurse0-0,nursingItem0-7,read> 0.0019316750722083483
<587,patient0-7,HR0-7,addNote> 0.001609797760925585
<588,agent5-11,HR5-7,addNote> 0.0012958427844415698
<589,patient1-7,noteItem1-7agent1-0,read> 0.0014886434607864379
<590,nurse5-0,HR5-9,addItem> 2.0124401007953448E-4
<591,nurse5-0,HR5-5,addItem> 1.9907985359161748E-4
<592,nurse7-0,HR7-0,addItem> 1.7802729247186127E-4
<593,patient5-7,noteItem5-7,read> 0.006185186033554393
<594,nurse0-3,nursingItem0-0,read> 0.001966537157897521
<595,nurse5-0,HR5-6,addItem> 2.0449024481141004E-4
<596,nurse5-0,HR5-7,addItem> 2.034081665674515E-4
<597,nurse5-0,HR5-8,addItem> 2.02326088323493E-4
<598,nurse5-0,HR5-1,addItem> 2.088185577872441E-4
<599,nurse7-2,nursingItem7-8,read> 3.7784491202827637E-4
<600,nurse5-0,HR5-2,addItem> 2.0070297095755522E-4
<601,nurse5-0,HR5-3,addItem> 2.0016193183557598E-4
<602,patient8-4,HR8-4,addNote> 0.0014296932508742976
<603,nurse7-3,nursingItem7-8,read> 2.271317224305154E-4
<604,nurse5-0,HR5-4,addItem> 1.9962089271359677E-4
<605,nurse7-0,HR7-8,addItem> 1.8235677190879573E-4
<606,nurse7-0,HR7-7,addItem> 1.8073321711994532E-4
<607,patient7-7,noteItem7-7,read> 0.0021203327670648925
<608,nurse7-0,HR7-6,addItem> 1.8127440204956214E-4
<609,nurse5-0,HR5-0,addItem> 2.0827751866526488E-4
<610,patient2-7,HR2-7,addNote> 0.0022319769774663952
<611,nurse7-0,HR7-5,addItem> 1.7965084726071173E-4
<612,agent8-01,noteItem8-4agent8-1agent8-0,read> 3.270397005270663E-4
<613,agent7-0,noteItem7-4agent7-0,read> 8.248593490335635E-4
<614,nurse2-1,nursingItem2-6,read> 0.0013136612422321515
<615,nurse1-0,HR1-6,addItem> 2.2411103480527385E-4
<616,doctor5-0,HR5-3,addItem> 7.203831586391512E-4
<617,nurse7-0,HR7-4,addItem> 1.8019203219032853E-4
<618,nurse7-0,HR7-3,addItem> 1.785684774014781E-4
<619,nurse7-0,HR7-2,addItem> 1.791096623310949E-4
<620,nurse7-0,HR7-1,addItem> 1.7748610754224448E-4
<621,doctor6-0,HR2-2,addItem> 6.184116745028977E-4
<622,doctor7-1,HR8-2,addItem> 3.4624539535040846E-4
<623,doctor6-0,HR2-0,addItem> 6.139622250610862E-4
<624,doctor6-1,HR6-8,addItem> 8.494222425168885E-5
<625,agent6-11,noteItem6-9,read> 0.0027761067237700903
<626,patient2-2,noteItem2-2,read> 0.002341248705461061
<627,patient9-5,noteItem9-5,read> 0.003953935055753091
<628,patient5-9,noteItem5-9,read> 0.006163094439714776
<629,doctor6-0,HR2-7,addItem> 6.065464759914002E-4
<630,doctor6-0,HR2-8,addItem> 6.05063326177463E-4
<631,patient3-6,HR3-6,addNote> 0.002073703317118295
<632,doctor6-0,HR2-5,addItem> 6.035801763635257E-4
<633,patient0-6,HR0-6,addNote> 0.0015497629242418223
<634,doctor6-0,HR2-4,addItem> 6.228611239447095E-4
<635,nurse4-2,HR4-4,addItem> 1.5672256204121086E-4
<636,doctor3-0,HR9-9,addItem> 7.742008308229106E-4
<637,agent9-01,noteItem9-9,read> 0.0011904686878520068
<638,nurse3-2,nursingItem3-6,read> 7.335817670198462E-4
<639,nurse4-2,HR4-3,addItem> 1.556378204438096E-4
<640,nurse8-0,nursingItem8-6,read> 0.0010787501430680024
<641,patient6-0,noteItem6-0,read> 0.006218323424313817
<642,nurse4-2,HR4-6,addItem> 1.5455307884640825E-4
<643,nurse4-2,HR4-5,addItem> 1.5346833724900693E-4
<644,nurse1-1,HR1-9,addItem> 2.1920817415334485E-4
<645,nurse4-2,HR4-8,addItem> 1.5238359565160564E-4
<646,patient8-6,HR8-6,addNote> 0.0014515241005774839
<647,doctor6-1,HR8-3,addItem> 3.0669208135570723E-4
<648,nurse4-2,HR4-7,addItem> 1.5129885405420433E-4
<649,nurse7-1,HR7-1,addItem> 1.768176099620477E-4
<650,nurse7-1,HR7-0,addItem> 1.773567565303477E-4
<651,nurse4-2,HR4-9,addItem> 1.5021411245680298E-4
<652,nurse7-1,HR7-2,addItem> 1.7843504966694765E-4
<653,agent4-1,noteItem4-3agent4-1,read> 0.004500924474302031
<654,nurse1-2,HR1-6,addItem> 2.1511661200372442E-4
<655,patient4-7,HR4-7,addNote> 0.0015224743621128395
<656,patient1-6,HR1-6,addNote> 0.00217739985320843
<657,nurse3-2,nursingItem3-7,read> 7.728302470524607E-4
<658,doctor6-1,HR6-6,addItem> 8.898909945176931E-5
<659,nurse0-1,nursingItem0-0,read> 0.001143250501101128
<660,nurse5-1,nursingItem5-8,read> 0.0010762594126449982
<661,agent0-1,noteItem0-0agent0-0,read> 0.0012595059255112798
<662,nurse7-1,HR7-5,addItem> 1.7897419623524765E-4
<663,nurse0-2,nursingItem0-8,read> 0.0019252247885002765
<664,agent5-11,noteItem5-7,read> 0.0030244918770545785
<665,nurse1-2,nursingItem1-3,read> 0.0019591599915902845
<666,nurse7-1,HR7-4,addItem> 1.795133428035476E-4
<667,doctor6-1,HR6-4,addItem> 9.202425585182966E-5
<668,patient7-5,noteItem7-5agent7-1,read> 0.006084866338324337
<669,nurse7-1,HR7-7,addItem> 1.800524893718476E-4
<670,doctor3-0,HR9-7,addItem> 7.675258865265091E-4
<671,nurse4-2,HR4-0,addItem> 1.594344160347142E-4
<672,agent7-01,noteItem7-4,read> 6.084730199684206E-4
<673,nurse4-3,nursingItem4-9,read> 0.0010719007378893182
<674,nurse0-0,nursingItem0-5,read> 0.0011071280789264274
<675,nurse7-1,HR7-6,addItem> 1.805916359401476E-4
<676,doctor6-1,HR6-2,addItem> 9.40476934518699E-5
<677,nurse7-1,HR7-9,addItem> 1.8113078250844755E-4
<678,nurse5-3,nursingItem5-0,read> 0.0010811131235327251
<679,nurse1-1,nursingItem1-3,read> 0.001135756123094813
<680,nurse4-2,HR4-2,addItem> 1.5726493283991155E-4
<681,nurse7-1,HR7-8,addItem> 1.8166992907674755E-4
<682,doctor7-1,HRitem7-8-3,read> 3.1528346766450746E-4
<683,nurse4-2,HR4-1,addItem> 1.5834967443731284E-4
<684,doctor6-1,HR6-0,addItem> 7.786019265154805E-5
<685,doctor9-0,HR0-8,addItem> 1.1062662257792564E-4
<686,patient4-7,noteItem4-7,read> 0.005953224298238416
<687,agent4-01,HR4-7,addNote> 9.546593421166661E-4
<688,doctor6-0,HR6-7,addItem> 1.0213064397675381E-4
<689,doctor6-0,HR6-9,addItem> 1.1833031907626942E-4
<690,nurse0-2,nursingItem0-1,read> 0.0019566161002303383
<691,doctor9-0,HR0-3,addItem> 1.0798328982396584E-4
<692,nurse3-0,nursingItem3-8,read> 7.618700931371392E-4
<693,doctor9-0,HR0-1,addItem> 1.0420710017545178E-4
<694,doctor9-0,HR0-5,addItem> 1.0647281396456022E-4
<695,doctor9-0,HR0-4,addItem> 1.0873852775366861E-4
<696,nurse4-3,HR4-7,addItem> 1.5035027189712466E-4
<697,nurse8-3,nursingItem8-4,read> 8.73778069257515E-4
<698,doctor4-1,HR3-6,addItem> 7.008140467543803E-4
<699,nurse4-3,HR4-6,addItem> 1.5358409402605461E-4
<700,doctor9-0,HRitem0-3-3,read> 1.7923152426767335E-4
<701,nurse4-3,HR4-5,addItem> 1.5250615331641128E-4
<702,nurse4-3,HR4-4,addItem> 1.5573997544534123E-4
<703,nurse7-2,HR7-2,addItem> 1.777604370028004E-4
<704,nurse7-2,HR7-1,addItem> 1.7614911238185093E-4
<705,nurse1-0,nursingItem1-6,read> 0.0011467508878794542
<706,patient1-0,noteItem1-0,read> 0.0025621646438572297
<707,nurse7-2,HR7-0,addItem> 1.766862205888341E-4
<708,nurse4-3,HR4-9,addItem> 1.4927233118748135E-4
<709,doctor9-0,HR9-1,addItem> 2.845413333458853E-4
<710,nurse4-3,HR4-8,addItem> 1.51428212606768E-4
<711,nurse7-2,HR7-6,addItem> 1.7990886983073305E-4
<712,nurse9-0,nursingItem9-9,read> 0.001004344910721235
<713,nurse0-1,HR0-2,addItem> 1.531697455974337E-4
<714,nurse7-2,HR7-5,addItem> 1.782975452097836E-4
<715,doctor6-0,HR6-3,addItem> 1.1209967480722496E-4
<716,nurse7-2,HR7-4,addItem> 1.7883465341676674E-4
<717,nurse7-2,HR7-3,addItem> 1.772233287958172E-4
<718,doctor6-0,HR6-5,addItem> 1.0711515939198937E-4
<719,patient5-9,HR5-9,addNote> 0.002030041617711922
<720,nurse4-3,HR4-3,addItem> 1.5466203473569792E-4
<721,nurse7-2,HR7-9,addItem> 1.804459780377162E-4
<722,nurse4-3,HR4-2,addItem> 1.562789458001629E-4
<723,nurse7-2,HR7-8,addItem> 1.8098308624469933E-4
<724,agent3-11,HR3-4,addNote> 0.0013502993935635278
<725,patient2-8,noteItem2-8,read> 0.0021866075485837432
<726,nurse5-3,HR5-5,addItem> 2.025623000101297E-4
<727,nurse4-3,HR4-1,addItem> 1.5735688650980617E-4
<728,nurse7-2,HR7-7,addItem> 1.7937176162374988E-4
<729,patient5-0,HR5-0,addNote> 0.002100991879247278
<730,nurse4-3,HR4-0,addItem> 1.5843482721944956E-4
<731,doctor6-0,HR6-1,addItem> 1.1459193251484273E-4
<732,patient4-9,HR4-9,addNote> 0.0015115589372612463
<733,nurse0-3,nursingItem0-4,read> 0.0019219003200437134
<734,nurse6-0,HR6-6,addItem> 4.759830575247957E-5
<735,nurse5-3,HR5-1,addItem> 2.1247136054737081E-4
<736,nurse1-1,HR1-6,addItem> 2.1811475293757426E-4
<737,nurse4-0,HR4-0,addItem> 1.6243318248050818E-4
<738,nurse6-0,HR6-5,addItem> 4.651601362736398E-5
<739,nurse5-3,HR5-0,addItem> 2.1192085718419075E-4
<740,nurse5-3,HR5-3,addItem> 2.0366330673648984E-4
<741,nurse6-0,HR6-8,addItem> 4.5433721502248385E-5
<742,nurse5-3,HR5-2,addItem> 2.0421381009966987E-4
<743,nurse6-0,HR6-2,addItem> 5.030403606526857E-5
<744,nurse6-0,HR6-1,addItem> 4.9762890002710767E-5
<745,agent1-0,HR1-7,addNote> 0.0011638726353979743
<746,nurse6-0,HR6-4,addItem> 4.922174394015297E-5
<747,nurse6-0,HR6-3,addItem> 4.868059787759517E-5
<748,nurse5-3,HR5-9,addItem> 2.0476431346284994E-4
<749,doctor2-1,HR2-4,addItem> 6.160290092396486E-4
<750,nurse8-0,nursingItem8-5,read> 0.0010870872344036213
<751,nurse4-0,HR4-7,addItem> 1.5414460052544328E-4
<752,nurse5-3,HR5-8,addItem> 2.0586532018921003E-4
<753,doctor6-1,HR3-5,addItem> 7.176358030901211E-4
<754,nurse4-0,HR4-8,addItem> 1.552497447861186E-4
<755,nurse6-0,HR6-0,addItem> 4.164569906434381E-5
<756,nurse4-2,nursingItem4-9,read> 0.001881879165701114
<757,nurse4-0,HR4-5,addItem> 1.563548890467939E-4
<758,patient7-9,noteItem7-9,read> 0.002164515954744126
<759,agent3-11,noteItem3-4agent3-1,read> 0.00260222679926133
<760,doctor6-0,HRitem6-7-0,read> 2.491373935376988E-4
<761,nurse4-0,HR4-6,addItem> 1.5746003330746922E-4
<762,nurse3-1,nursingItem3-8,read> 7.805091168224513E-4
<763,nurse4-0,HR4-3,addItem> 1.5856517756814457E-4
<764,nurse4-0,HR4-4,addItem> 1.5967032182881985E-4
<765,nurse5-3,HR5-7,addItem> 2.069663269155702E-4
<766,nurse4-0,HR4-1,addItem> 1.6132803821983284E-4
<767,nurse5-3,HR5-6,addItem> 2.080673336419303E-4
<768,nurse2-1,nursingItem2-8,read> 7.596092121573212E-4
<769,nurse4-0,HR4-2,addItem> 1.6022289395915753E-4
<770,nurse4-0,HR4-9,addItem> 1.5303945626476793E-4
<771,doctor3-0,HR9-5,addItem> 8.098005337370524E-4
<772,nurse6-0,HR6-9,addItem> 5.1386328190384156E-5
<773,doctor3-0,HR9-1,addItem> 7.897757008478476E-4
<774,nurse6-1,HR6-9,addItem> 5.1679127781212556E-5
<775,nurse8-2,nursingItem8-7,read> 8.831501365555969E-4
<776,nurse6-1,HR6-8,addItem> 4.56926031062498E-5
<777,nurse4-1,HR4-0,addItem> 1.6143359366524354E-4
<778,nurse6-1,HR6-7,addItem> 4.460414407443838E-5
<779,nurse4-1,HR4-1,addItem> 1.6033525029232617E-4
<780,nurse6-1,HR6-6,addItem> 4.786952116987262E-5
<781,nurse6-1,HR6-5,addItem> 4.678106213806121E-5
<782,doctor7-1,HRitem6-1-2,read> 7.413872475046469E-4
<783,nurse0-2,nursingItem0-0,read> 0.0011213351560320963
<784,nurse6-1,HR6-4,addItem> 4.950220971758974E-5
<785,nurse3-1,nursingItem3-5,read> 7.39506286850749E-4
<786,nurse1-1,nursingItem1-0,read> 0.0011069820360826883
<787,nurse0-3,nursingItem0-3,read> 0.0019113975346663466
<788,nurse6-1,HR6-3,addItem> 4.8957980201684027E-5
<789,doctor5-1,HR5-6,addItem> 7.079907596339102E-4
<790,nurse6-1,HR6-2,addItem> 5.0590668749401154E-5
<791,nurse4-1,HR4-6,addItem> 1.5649104848711556E-4
<792,patient6-8,noteItem6-8,read> 0.006372964581191136
<793,nurse6-1,HR6-1,addItem> 5.0046439233495436E-5
<794,nurse4-3,nursingItem4-3,read> 0.0010495059688312163
<795,agent8-11,noteItem8-4,read> 7.173743929600578E-4
<796,nurse6-1,HR6-0,addItem> 4.188299649490987E-5
<797,nurse4-1,HR4-7,addItem> 1.531960183683636E-4
<798,nurse9-3,nursingItem9-0,read> 9.8772500240563E-4
<799,nurse4-1,HR4-8,addItem> 1.5429436174128097E-4
<800,nurse4-1,HR4-9,addItem> 1.5209767499544627E-4
<801,agent2-11,noteItem2-7agent2-1,read> 0.004194919901324688
<802,agent6-01,noteItem6-7,read> 0.002990583968038497
<803,nurse4-1,HR4-2,addItem> 1.5923690691940887E-4
<804,nurse4-1,HR4-3,addItem> 1.575893918600329E-4
<805,patient9-1,HR9-1,addNote> 0.0019372605064733798
<806,nurse0-3,nursingItem0-2,read> 0.0010985013375304083
<807,nurse4-1,HR4-4,addItem> 1.5868773523295023E-4
<808,nurse4-1,HR4-5,addItem> 1.5539270511419825E-4
<809,agent7-01,noteItem7-4agent7-0,read> 3.2491277765304E-4
<810,agent7-11,HR7-5,addNote> 7.678853394222567E-4
<811,nurse6-2,HR6-4,addItem> 4.9782675495026504E-5
<812,nurse6-2,HR6-3,addItem> 4.923536252577288E-5
<813,nurse6-2,HR6-6,addItem> 4.814073658726566E-5
<814,nurse9-1,nursingItem9-2,read> 0.0016638216101251568
<815,nurse6-2,HR6-5,addItem> 4.7046110648758436E-5
<816,nurse6-2,HR6-8,addItem> 4.595148471025121E-5
<817,nurse6-2,HR6-7,addItem> 4.485685877174399E-5
<818,nurse5-1,HR5-1,addItem> 2.100361587072863E-4
<819,nurse4-1,nursingItem4-1,read> 0.0018294049106712513
<820,nurse6-2,HR6-9,addItem> 5.197192737204096E-5
<821,nurse5-1,HR5-0,addItem> 2.0949196483824016E-4
<822,doctor3-0,HRitem9-9-3,read> 7.752294249648745E-4
<823,nurse9-1,nursingItem9-8,read> 0.0016742865825795901
<824,doctor4-0,HRitem4-8-2,read> 5.998654144891494E-4
<825,nurse5-1,HR5-3,addItem> 2.0132905680254727E-4
<826,nurse5-1,HR5-2,addItem> 2.018732506715934E-4
<827,nurse5-1,HR5-5,addItem> 2.002406690644549E-4
<828,nurse5-1,HR5-4,addItem> 2.007848629335011E-4
<829,nurse5-1,HR5-7,addItem> 2.045942200168244E-4
<830,nurse6-2,HR6-0,addItem> 4.212029392547593E-5
<831,nurse5-1,HR5-6,addItem> 2.056826077549168E-4
<832,nurse5-1,HR5-9,addItem> 2.0241744454063963E-4
<833,nurse6-2,HR6-2,addItem> 5.0877301433533734E-5
<834,agent1-01,noteItem1-7agent1-0,read> 9.800182988954657E-4
<835,nurse5-1,HR5-8,addItem> 2.03505832278732E-4
<836,nurse6-2,HR6-1,addItem> 5.032998846428011E-5
<837,patient0-9,noteItem0-9,read> 0.0024075234869799116
<838,nurse6-3,HR6-7,addItem> 4.510957346904959E-5
<839,nurse6-3,HR6-6,addItem> 4.8411952004658714E-5
<840,nurse6-3,HR6-5,addItem> 4.731115915945566E-5
<841,nurse3-3,nursingItem3-0,read> 7.498729688120855E-4
<842,nurse6-3,HR6-4,addItem> 5.0063141272463276E-5
<843,nurse5-2,HR5-2,addItem> 2.0304353038563165E-4
<844,nurse5-2,HR5-1,addItem> 2.1125375962732857E-4
<845,nurse6-3,HR6-9,addItem> 5.2264726962869364E-5
<846,nurse5-2,HR5-0,addItem> 2.1070641101121547E-4
<847,nurse6-3,HR6-8,addItem> 4.6210366314252626E-5
<848,nurse5-2,HR5-6,addItem> 2.0687497069842354E-4
<849,nurse5-2,HR5-5,addItem> 2.0140148453729232E-4
<850,nurse9-3,nursingItem9-1,read> 9.387806113710772E-4
<851,nurse9-2,nursingItem9-5,read> 0.0016860878104109625
<852,nurse5-2,HR5-4,addItem> 2.0194883315340545E-4
<853,nurse5-2,HR5-3,addItem> 2.0249618176951855E-4
<854,patient2-0,noteItem2-0,read> 0.0023854318931402947
<855,nurse6-3,HR6-3,addItem> 4.951274484986175E-5
<856,nurse5-2,HR5-9,addItem> 2.0359087900174478E-4
<857,nurse6-3,HR6-2,addItem> 5.116393411766631E-5
<858,nurse5-2,HR5-8,addItem> 2.0468557623397102E-4
<859,nurse6-3,HR6-1,addItem> 5.061353769506479E-5
<860,nurse5-2,HR5-7,addItem> 2.0578027346619728E-4
<861,patient9-8,noteItem9-8,read> 0.003976026649592708
<862,nurse6-3,HR6-0,addItem> 4.235759135604199E-5
<863,doctor6-1,HRitem3-1-0,read> 5.8390575125506465E-5
<864,doctor7-0,HRitem0-3-1,read> 4.5680530068000494E-4
<865,patient1-2,noteItem1-2,read> 0.002043012188626234
<866,nurse1-3,nursingItem1-7,read> 0.001933140457375865
